Comment Text,Manual label
Duc Anh giải cầm nặng tay 🤯,1
Hà My Hơn cả tập thể lực roi =],1
Tuyệt vời quá các cháu,1
^^,1
"Xem vid, cảm xúc lại đong đầy 🥰",1
4 bạn đã chơi hết mình,1
Nguyễn Ngọc Huy tổ chức giải như nì nì anh zai,1
Huyền Diệu idol cho em kinh phí đi,2
Nguyễn Ngọc Huy đầu tư màn hình led bá chà bư là em nó chịu liền é,2
Tô Minh Nhật em cũng muốn lắm mà kinh phí có hạn anh ạ 🥹,2
Nguyễn Ngọc Huy cái màn hình tầm 50M đổ lại còn nếu thuê a ko bk chi phí như nào,2
"=)
[PHOTO] https://scontent.fesb6-1.fna.fbcdn.net/v/t39.30808-6/342884036_614598183949473_5482678452087870178_n.jpg?stp=dst-jpg_s600x600&_nc_cat=102&ccb=1-7&_nc_sid=6a0516&_nc_ohc=tX63rGcx7vEAX-do2dI&_nc_ht=scontent.fesb6-1.fna&oh=00_AfBBB5P-_DNOMS3fWs-v_5oZktW7rS8Ma6pw2MOHXSAbaA&oe=64F7C364",2
Nguyễn Tiến Khải ông b này ghê vl,0
Hai Chau cx có mặt,2
Phạm Tiến Đạt haha,1
Hai Chau hai bố,1
Nguyễn Trang ném mấy quả dính phết😃,1
Hương Ly qua gioi:3333,1
Huy Gia,
Trần Hìu,
Trần Hìu,
đỉnh vậy,1
Nguyễn Quân vui,1
èo ơi vừa xinh vừa giỏi í,1
"Xinh gái quá,",1
Nguyễn Kim Sáng  tutu để t đi trộm sổ hộ nghèo,2
Toan Thang tôi với bạn lót dép chờ :(,2
Đỗ Tuệ Minh cũng tminh mà lạ lắm,2
Bảo Ngọc tính tag nó :))),2
Bảo Ngọc Châu Anh mng quá đáng the..,2
Hương Dang Ngô làm quen trc:),2
"Chuẩn con gái nhà người ta, vừa giỏi vừa xinh😍",1
Tuan Nguyen ước sinh chậm 3 năm,2
Xinh q,1
Nguyen Hieu kìa kìa,1
:)),2
trời ơi quá giỏi Bùi Tùng. vinh dự quá chúc mừng Tùng🥰🥰,1
"Lê Huyền Trang huhu em cảm ơn chị Trang nhìuu lắm ạa, em sẽ nỗ lực hơn ạ hì hì ❤️💕",1
Bùi Tùng Chúc Mừng Cháu Nha!,1
Nguyenle Hang dạ cháu cảm ơn cô ạa,1
ulatr vào mà xem học sinh bạn này Phùng Nghĩa. lên báo luôn,1
Tam Pham em chúc mừng chị và gia đình. rất vinh dự ạ!,1
Bùi Tùng 10 điểm chủ tịt nhé,1
Great job Bùi Tùng keep it up 😊 👏👏👏,1
Bùi Tùng oidoioi tùng béo lên báo !!,2
Thu Anhh :)) gầy r,2
Bùi Tùng căng thẳng thật,2
Ngan Hoang có ảnh Ngân cười tươi thế 😂,2
Bùi Tùng anh k phải thế 😵,2
"Bùi Tùng  10đ không có nhưng :)))
[PHOTO] https://scontent.fhkg3-2.fna.fbcdn.net/v/t39.1997-6/64555015_1231656060339077_207158783925813248_n.png?_nc_cat=1&ccb=1-7&_nc_sid=ac3552&_nc_ohc=nABS9nP7pUcAX8-G1UX&_nc_ht=scontent.fhkg3-2.fna&oh=00_AfDVN8Q_QIqpliARHA9LXtcCsdwyhfkFLELyipeB7IT2FQ&oe=64F5DB0A",2
Bùi Tùng biết luôn đứa con đầu lòng tên gì,2
Quá giỏi rồi,1
"
[PHOTO] https://scontent.fhkg3-2.fna.fbcdn.net/v/t39.1997-6/47270791_937342239796388_4222599360510164992_n.png?_nc_cat=1&ccb=1-7&_nc_sid=ac3552&_nc_ohc=gZonccx2tHcAX-FwqPj&_nc_ht=scontent.fhkg3-2.fna&oh=00_AfDpnSl6x_9Q-TV99byPHAB8iwEJTnY6JkpoGd2sJILbxg&oe=64F75C72",2
"Chúc mừng con trai nhé! Chúc con thành công hơn nữa trên con đường sắp tới, 26/05 sẽ có thưởng hihihi...",1
Trần Mỹ Hải Nhất bạn Bùi Tùng,2
Phùng Nghĩa thưởng cả bạn hs thứ 29 của lớp nữa!😂. Sẽ có 1 tràng pháo tay thưởng cho bạn Phùng Nghía á khôi Fpt vì đã dẫn dắt được 1 đoàn quân tài năng sắp về đích.,2
"Trần Mỹ Hải  em 3 năm hsg, hoạt động nào của lớp e cũng có mặt và tích cực tham gia nhé bác phụ huynh 🤣",2
"Phùng Nghĩa Công nhựn là hoạt động tích cực nhưng khộ nỗi là HSG vẫn bị đúp, năm nay các bạn được tốt nghiệp riêng bạn Nghía phải ở lại trường nhá😂",2
"Trần Mỹ Hải  nghĩ ló chán thế chứ
[PHOTO] https://external.fmbj2-1.fna.fbcdn.net/emg1/v/t13/14481723023507545156?url=https%3A%2F%2Fmedia2.giphy.com%2Fmedia%2FbpUSBkxr8pmg9tN8QX%2Fgiphy.gif%3Fcid%3D120c01477ivq7ox6fcco1tt3ebvnyllebmkaavzd3x3d8qgt%26ep%3Dv1_gifs_search%26rid%3Dgiphy.gif%26ct%3Dg&fb_obo=1&utld=giphy.com&stp=dst-emg0_q75_s396x272&ccb=13-1&oh=06_AbHcDFtD0iXzgu3v2jNoo-AMqP0YNxNR4fc-fQa5z05TKQ&oe=64F37856&_nc_sid=ecff62",2
Trần Mỹ Hải dạ con cảm ơn bác ajaa <3,1
Trần Mỹ Hải Cảm ơn bác Hội trưởng nhiều ạ!,1
"Chúc mừng con trai, chúc mừng gđ em nhé.",1
Phạm Thị Hồng Vân Con học cùng lớp với con gái em chị ơi,1
Trần Mỹ Hải,
"Gia đình con xin được gửi lời cảm ơn tới nhà trường, thầy cô và các bạn của THPT FPT Hà Nội đã luôn giúp đỡ, ủng hộ, tạo điều kiện và nâng bước con trưởng thành như ngày hôm nay. Chúc Nhà trường ngày càng phát triển lớn mạnh, đào tạo được nhiều nhân tài cho xã hội, luôn là điểm đến tin cậy của phụ huynh và xã hội. Chúc thầy cô thật nhiều sức khoẻ và thành công. Gia đình biết ơn vì tất cả. ❤️❤️❤️",1
biết học Vật Lý vui thế này ngày xưa tôi đã là hsg Vật Lý😎,1
Lê Huyền Trang ê lúc nào có mấy tiết vui tnay gọi a sang quay clip vứi nháaaa,1
Khánhh Lâmm ote anh nhó. năm học sau ạ😀,1
đáng yêu quá ạ,1
học Lý có thể thú vị như này sao cô Loan Phan oiiii,1
Nguyen Phanh,
lớp nào mà ìn joy tiết Lý quá cô Thu Hien Nguyen ạ :)),2
Lê Huyền Trang cô giáo dạy Lý và các cháu lớp này kết hợp ăn ý phết đấy cô ạ,1
Cô giáo này ngoài đời có thật k ạ 😳,2
Hai Nam Mời thầy học một tiết để kiểm chứng nhé😝,2
Lê Nguyệt =))) em làm chuột bạch à,2
Hana Hana ớ cô ơiiiii,1
Duc Anh công cụ giải trí,1
Sícma Đức hôm ở lớp mình Anh Đức có thử không nhỉ 😄,2
Loan Phan hình như là ko cô ạ ._.,2
Sícma Đức lần sau có cái gì cứ lên thử nghiệm hết nha!,2
Loan Phan quen quá bác ơi =))),1
Trần Thủy cô ơi e cũng muốn bay tóc 😭😭🥳,2
Khanh ToGia đi th,2
Tue Anh m muốn đuổi t ra hn ah,2
Tuyệt vời quá 😍,1
Tham Nguyen Các thầy cô giáo thường xuyên đổi mới phương pháp giảng dạy để kích thích sự hứng thú của học sinh ạ🥰,1
Loan Phan sao cô cao hơn em nhớ nhỉ? :)),2
Vũ Thànhh Vũ à 🙄,2
Gia Phu nhớ cô cn ko?,2
"Hãy đặt mình vào vị trí của tôi.Điệp viên hai mang, sống hai mang. Nội ứng ngoại hợp, ngoài đánh vào trong đánh ra. Tấn công từ mọi phía. Cuộc sống bên trong vùng kiểm soát. Sống trong vùng kiểm soát của địch. Hoạt động trong vùng kiểm soát của địch. Nằm trong lòng địch. Sống trong lòng địch. Trong vùng địch kiểm soát. Sống chung với đại dịch. Sống trong ký ức.Ký ức về con người. Ký ức về người Việt. Ký ức về Việt Nam. Tâm trí của du khách, trí nhớ, trí óc, trí não của du khách mang quốc tịch Việt Nam.Hãy cho tôi biết tôi phải dời đến nơi nào lẫn tránh, tránh né chú ý bảo mật, nhớ kỹ trong đầu, không mang tài liệu, tai mắt tình báo, tai nghe mắt thấy, tiếp xúc mật, che đậy, giữ thể diện, tìm cách tách vấn đề, các tin tức về việc ta, các vấn đề hiện nay, những vấn đề sau này, tự răn mình, mọi sai sót, điều giấu kín trong lòng, điều gì vướng vấn trong lòng, điều chôn giấu trong lòng, những gì ta đang hình dung, ,  v.v Tell me where I have to move to avoid, avoid security attention, keep in mind, do not bring documents, intelligence eyes, ears and eyes, confidential contact, cover up, save face , find a way to separate problems, news about ourselves, current problems, future problems, self-discipline, all errors, things hidden in the heart, what is entangled in the heart, what is hidden in our hearts, what we are imagining, etc",1
"Con thưa cô Loan Phan, liệu trong tương lai lớp con được thực hành thí nghiệm với cô không ạ? 😄😄",1
Cô Loan Phan lên trang nhất nhiều thế,1
tiết vật lý này khác,2
Thanh Lamm thú zị,1
Loan Phan lớp e đc khai trương quả cầu hả cô :)),1
Minh Toán,
Độc lạ FPT :)),2
lời xin lỗi của những dân chơi… vơi🥲,2
Lê Huyền Trang em k ngờ nha c,2
Quân Ngô 😵,2
"xin lỗi mẹ vì càng lớn, con lại càng nhiều tuổi
[PHOTO] https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/346273685_267112182381658_8361951291345405527_n.jpg?stp=dst-jpg_p417x417&_nc_cat=108&ccb=1-7&_nc_sid=6a0516&_nc_ohc=QPbLn9OEEiAAX9UktEx&_nc_ht=scontent-ord5-1.xx&oh=00_AfCEBjxaVSI8CyuHd6EEncO7k5GCg1STEpRlBQzAL6ahww&oe=64F70BBC",2
Tran Minh Son gòi là dữ chưa,2
May ko hỏi mình 😂😂😂,2
Đỗ Hoàng anh p viết sớ xin lỗi mẹ ấy chứ 😌,2
Đỗ Hoàng nay em đã đi tìm anh nhưng không thấy đó ạ =))),1
Lê Huyền Trang tìm được thì e phải đợi a viết sớ hơi lâu đấy 😂😂😂,1
Lương Trà My a sắp ko phải xin lỗi mẹ rồi 😂😂😂,1
Đỗ Hoàng em thấy cổ tay sắp sái vì viết lời chúc rồi,1
Lương Trà My cài đặt tự động đăng bài giúp a nhé! A sẽ ib gửi ảnh 😂😂😂,1
Hoàng Minh Nguyễn mẹ tìm đỏ mắt ko thấy con 😘,1
Hoi Nguyen Bich sao mà có đc :(,2
Jamie Freeman and you?,2
Phạm Lan Phương ko,2
Minh Toán,
Chúc mừng & chào đón em đến với FscHL,1
giỏi quá đi,1
đề hno thi nó lạ lắm dc 100% nể vc☺️,1
"Trần Thủy kìa! nhì lý cấp tỉnh, chiêu mộ ngay và khẩn trương không người khác lấy mất 😚😚😚",1
Xuất sắc quá,1
"quá đỉnh, đáng làm gương cho mình học tập",1
Chúc mừng con,1
Khanh Gia cũng tên Khánh mà rỏi qa,1
Kh biết bao giờ đc như v🥲,2
Khanh ToGia chất quá em ơi🤌🏻🤌🏻🤌🏻🤌🏻,1
Giaa Hann ôi đại ca,2
Chau Ahn sĩ dùm luôn tr,2
Giaa Hann ngầu vảiiiii,1
Nguyen Ha Anh chi biet uoc,2
Khanh ToGia đại ca cho em bú fame nhé 😞,2
Nguyễn Quỳnh Chi :))),2
Ha Le Thu tiếc hăm,2
Nguyễn An Nong Nguyen Anh Trần Xuân Nhi đại ca xuất sắc quá trời nè,1
Thuận Thuận wá xức sắc,1
Khanh ToGia chửi t 4 năm cũng đc bữa tự hào,1
Tuyệt vời,1
ôi đại ca đỉnh v,1
Khanh ToGia gớm mặt,1
Bao Anh Lu Ngoc đúng idol,1
oách nhể?,1
Ý Như Lê uocc di,1
Yến Nhi ước chi t cũng như thế,1
Ý Như Lê mơ di gái,1
giỏi,1
Nguyễn Phương Le HPhuong vclllll,2
ngầu vậy,1
Khanh ToGia chất lượng đấy!,1
Nguyen Thi Minh Anh giỏi,1
Chiến quá Khanh ToGia,1
Trịnh Minh Tâm VCL=))))),2
Chau Hoang vãi thật chứ mắ=)))))))),1
nạp lần đầu à?,2
ngầu đét,1
Đỉnhhhh,1
Bao Anh Lu Ngoc Bao Anh Lu Ngoc,
Oach,1
Lê Phạm Quynhf Anh mắ xem ai này m=)))),1
=)))) Uyên Nhi,1
vl idol e,2
ước dc idol kí áo,1
mà k quen :),2
LNhat Vu giỏi vcl:))),1
Nguyễn Trung vl ảo vậy,2
Cial Edwige mấy nay gặp hơi nhiều Gia Khánh :)),2
Hà Khánh Linh ngầu 🥹,1
Ngầuuuu,1
Ha Le Thu :))) woa,1
Ngoc Chau,
Nguyễn Đỗ Huệ Nhi,
Huệ Đỗ ngất =)))))),1
Khanh ToGia bạn giỏi mà mình ngu vcl:))),2
nhiều,2
An An đc mấy % r,2
ô vllllllllllll,2
Tú Minh Lê,
Xác Uớp Sấy Khô =)))))))))))))),2
nhờn luôn,2
giỏi v má,1
Ah zai đỉnh của chóp thế là từ nay ko đc gặp anh zai nx r,2
Khanh ToGia anh oi kí áo em voi,2
Ngưỡng mộ quá anh ơiii,1
🌡,2
pro,1
Oách,1
Oách quá anh Khanh ToGia ơi :)) ra Hà Nội học đi để em thay anh thủ khoa Lam Sơn nhớ :)),1
Quynh Anh ôi 9H kìaaa giỏi gheeee 👄,1
ngầu vão:),1
au em di a ni doi vcd nha,2
Căng đét TMN,2
Khanh ToGia ui,2
Hs TMN căng đét =)))),2
Chúc mừng Gia Khánh. Con bố To Xuan Ngoc giỏi quá,1
Adu ngầu v,1
"Đỉnh quá, chúc mừng cháu và gđ ạ",1
Quá tuyệt vời 💐chúc mừng Tô Gia Khánh,1
anh này đỉnh,1
nhìn hiền lành luôn ❤️,1
"quá tự hào về con trai, con là tấm gương cho các em học tập và bước tiếp",1
haizzzz chúc ông em mạnh khoẻ🥲👌,2
Duong Nguyen Ba dc như em nó kh bạn:),2
Duong Khuat khó r bạn nhưng cx tội cho e no🥲,2
Duong Nguyen Ba sao lại tội:),2
Duong Khuat khó nói r :)),2
"Chúc mừng Tuấn, cùng gia đình. Quá tuyệt vời",2
Mong em không hối hận khi vào trường :))))?,2
Khanh Nguyen chuẩn đấy anh ơi,2
Khanh Nguyen ông a zai nói v e nó ren:)),2
Quốc Tuấn :)))),2
"Manhh Chauu ksao tao đỗ khtn mà, tin chuẩn",2
Quốc Tuấn tin chuẩn ch a,2
=,2
=))) có tài nma có mắt như có mắt,2
Quốc Tuấn thi khong bao gi ca :(,2
Trần Nhung  bh t đc như này trong khi 1+2=1 :),2
Uồi xin vía🙂,2
Minh Tuan Chu ghia ắp cũng kinh quá 🤩,1
Chúc mừng Trang và team Trang Nguyễn Phạm,1
Lê Huyền Trang Em cảm ưn ạaa,1
con nhà ai giỏi quá chị ơi Thu Hien Nguyen,1
"Chúc mừng cả đội Trang Nguyễn Phạm, Ngan Hoang, Duy, Đăng Cường, Minh Tuấn nhé xuất sắc quá",1
Minh Tuan Chu 2land ?,2
In,2
Cảm giác thật tuyệt vời,1
Chu Văn Thước chúc mừng Chú và gia đình ạ. có lẽ cháu không hợp vía các em 😛,1
Tuần trước nếu xét về điểm mình đồng giải 3. Nhưng cỉ có 1 giải 3 nên mình là TOP 4. Thua có 3 đội là giỏi rồi. Minh Tuấn đi thi nhiều nên rất bình thản,1
Chu Văn Thước với cuộc thi JA này nem vẫn hơi tiếc vì dự án của các con rất tốt anh ạ,1
"Hằng My Anh có theo dõi toàn bộ cuộc thi. Đúng như vậy, nhưng vẫn đoán kg thể giải nhất vì: Cuộc thi dành cho các bạn u16, nhưng thành viên của đội mình đến thời điểm này một số bạn đã 17. Nếu đoạt giải nhất, tới đây sẽ kg đủ điều kiên đại diện cho VN thi Quốc tế.",1
"Chu Văn Thước vâng ạ, mong rằng trong thời gian tới các con có thêm nhiều trải nghiệm hơn nữa từ các cuộc thi trong và ngoài hệ thống giáo dục FPT ạ.",1
"Hằng My Anh đang lo M. Tuấn quá hứng thú với các cuộc thi lơ là vhuyeenj học hành. Anh bảo con sang năm lớp 12 nhường sân chơi cho các em, có chăng tham gia DA của cô Ván Anh thật tích cực là được.",1
Chu Văn Thước vâng lên lớp 12 nhà trường cũng khuyến khích các con tập trung vào chương trình học chính khoá ạ. Còn các anh chị 12 nhiều kinh nghiệm sẽ có thể tham gia với vai trò là mentor chỉ bảo cho các em ạ.,1
đỉnh quá c Ngan Hoang ơiii,1
"Chúc mừng các em, quá giỏi luôn 🤩🤩🤩",1
"Tuyệt vời, Chúc mừng các em & cô Hằng My 🎉",1
Ỏo mn giỏi quáaa😍,1
Quá tuyệt vời,1
Vui quá! Chúc mừng cô trò nhiều nhé!,1
Ngan Hoang Chúc mừng Chè cháo nhá kkkk,1
Chúc mừng em Hằng My. Đi đâu cũng luôn là chiến binh ý,1
Nguyen Thu Giang dạ rất vui vì ở đâu em cũng gặp được các em học sinh tuyệt vời và môi trường học tập thật sự rất tốt ạ🥳,1
A1 thì đỉnh rồi!,1
Quang Hoà ngầu quá anh oiii,1
Khí thế ngay từ giây phút đầu!,1
Tan Nguyen Thi Hôm nay thời tiết rất chiều lòng người cô ạ😍,1
Thầy em thầy em 😍,1
Duc Anh gê,1
"Trần Linh  tôi là trần thị khánh lynh,... Xin hứa xin hứa",1
SuPoy Uyên Lê lạy m,2
Lê Huyền Trang nhiếp anh quá xịn em à,1
"Chúc mừng ngày hội TT của họ nhà F tưng bừng, thành công rực rỡ",1
Chúc mừng các em. Quá xuất sắc 🥰🥰🥰🥰,1
thi word sneak các bạn nhảy số siu nhanh lun😫😫,2
Chúc mừng các đội thi 💪💪💪👏👏🏆🏆,1
Các con đã hoàn thành tốt phần thi của mình. Chúc mừng các con,1
Chúc mừng các đội thi đã hoàn thành tốt phần thi của mình. Xuất sắc quá 🤩🌸,1
chúc mừng các gà chiến nhà F ra quân thành công !,1
Hi vọng sẽ có kết quả cao,1
Lương Trà My hi vọng ạ 🥰🥰,1
Hùng Bá đỉnh zợ 😀,1
Chúc các con luôn tự tin và hoàn thành tốt nhất kết quả của mình nhé,1
Ib ak,2
Li-gi Nguyen dạ nhà trường đã gửi thông tin cho phụ huynh rồi đó ạ,1
"Thuyết trình là chuyện thường ngày của C2
[PHOTO] https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-6/338549471_706468614604193_5789245783404935529_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=111&ccb=1-7&_nc_sid=6a0516&_nc_ohc=pGuasO6w5L0AX89A7HZ&_nc_ht=scontent-lhr8-1.xx&oh=00_AfBUXmA2UmWIR4ApEdY2vgTH2PPhjLsA_PFzAxwNwcXpXQ&oe=64F787E7",2
Duong Hong Ngoc lớp siêu iu cùng các tiết học 🤗🤗🤗,1
Hằng My cảm ơn cô My ạ,1
Trần Linh tag các shark nèooo,1
Hằng My  Lê Ngọc Huyền Sơn Nam Nguyễn shark nào vô nhận kìa,1
Trần Linh tag sắp lủng máy rồi bà ơi,2
"công nhận với cô Khổng Trang 😆😆
[PHOTO] https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-6/338724446_177496488507750_1700584482003975104_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=106&ccb=1-7&_nc_sid=6a0516&_nc_ohc=2yiNFgtHWDQAX-YkWhS&_nc_ht=scontent-lhr8-1.xx&oh=00_AfDTlIWVPjNrY_w1POzhwdZexRKD207Dae-LBUCAdLQtmw&oe=64F70CE5",2
Shark Huy Lê khởi nghiệp gì đấy🤣🤣🤣,2
Lê Như Quỳnh,
Xin dc va hoc phi bn a,2
"Phạm Hồng NhungLinh Linhh cấp 3 giờ học như này nhiều này , ko áp lực cho con",2
Lynaa Chu lớp 10c4 có hoạt động này ko gái,2
Tương lai của con. Nguyễn Duy Đức,2
"Khong gion
[PHOTO] https://scontent-gig4-2.xx.fbcdn.net/v/t39.1997-6/48653407_1881527388624056_3788925027890495488_n.png?_nc_cat=1&ccb=1-7&_nc_sid=ac3552&_nc_ohc=hHOhGngA5YQAX8JeD-M&_nc_ht=scontent-gig4-2.xx&oh=00_AfBFfV7E5EZbbMPS1kW8LOJRIEMXpbevSvUT4Omv4DEL0A&oe=64F74C04",2
"
[PHOTO] https://scontent-gig4-2.xx.fbcdn.net/v/t39.1997-6/47614232_1846683475430536_3135922765756891136_n.png?_nc_cat=1&ccb=1-7&_nc_sid=ac3552&_nc_ohc=WZUQQjVtwTYAX_5Omzj&_nc_ht=scontent-gig4-2.xx&oh=00_AfCPphox7S-K86mdM24W_WZkj4QlR5NERNIF9BWLuueyRQ&oe=64F706A3",2
#ERROR!,2
Khánh Duy,
Con mình đang học lớp 8. Mình quan tâm,2
Ib m ah,2
"Hằng Cherry anh/ chị vui lòng kiểm tra tin nhắn, nhà trường đã gửi thông tin rồi ạ",2
Ib mình,2
"Nguyễn Trang anh/ chị vui lòng kiểm tra tin nhắn, nhà trường đã gửi thông tin rồi ạ",2
Cho mình xin thông tin nội trú nhé,2
Lịch học căng quá,2
Tran Thu Thuy,2
Cho hỏi địa chỉ trường có tôi có con muốn học 0986981595,2
"Trần Toàn Dạ cảm ơn anh/chị đã quan tâm. Cán bộ tư vấn sẽ liên hệ hỗ trợ anh/chị khi làm việc ạ. Hotline nhà trường: 024.7300.6800Tìm hiểu thêm tại: https://hoalac-school.fpt.edu.vn/
[PHOTO] https://external-gig4-2.xx.fbcdn.net/emg1/v/t13/9244770421353578065?url=https%3A%2F%2Fhoalac-school.fpt.edu.vn%2Fwp-content%2Fuploads%2FFPTSchool-0069-scaled.jpg&fb_obo=1&utld=edu.vn&stp=dst-emg0_q75_s396x264&ccb=13-1&oh=06_AbFMvnTvSsQvuHKsHTUJUvQz-Ah-f8O3XJnlcO8VrELqxA&oe=64F3C3D2&_nc_sid=ecff62",2
Trần Toàn cho mình hỏi hs lấy bằng tốt nghiệp lấy vào thời gian nào ạ .,2
.,2
Trường ở láng hoà lạc bác ạ,2
"Tran Nhat Tan Dạ chào anh/chị ạ.Trường THPT FPT là trường học nội trú ở khu công nghệ cao Hoà Lạc, Thạch Thất, Hà Nội. Học sinh sẽ học tập và sinh hoạt tập trung tại trường từ thứ hai tới chiều thứ sáu. Tối thứ sáu tới CN các con nghỉ ngơi ở nhà ạ. Tại đây các con được học chương trình chuẩn của bộ GĐ, chương trình tiếng anh nâng cao giáo trình của Mỹ, phát triển thêm kỹ năng mềm và rèn tính tự lập.Anh/Chị quan tâm vui lòng để lại thông tin (số điện thoại, email, con học lớp mấy), nhà trường sẽ liên hệ tư vấn cụ thể hơn.Cảm ơn anh/chị ạ!",2
Le MinhLy,2
Ngo Ngoc Anh,2
Ib mình,2
"Thu Phuong anh/ chị vui lòng kiểm tra tin nhắn, nhà trường đã gửi thông tin rồi ạ",2
.,2
Nguyen Anh cứ biahn mà fang,1
💐💐💐,1
Phương Đỗ Khen 😘,1
"Chu Văn Luận  xịn quooosss
[PHOTO] https://scontent.faep9-1.fna.fbcdn.net/v/t39.1997-6/68131910_410165286267791_4439773875026264064_n.png?_nc_cat=1&ccb=1-7&_nc_sid=ac3552&_nc_ohc=CTCMvSzXGpIAX9tn-Pe&_nc_ht=scontent.faep9-1.fna&oh=00_AfCVYT897nUdd2QIkZxa8XtUFs4il-43udOY66SuoJ3Ufw&oe=64F679E2",2
phê,1
Chúc mừng các đội,1
Trang Quynh Nguyen Nay các cháu học cũng cháy lắm :))),1
Trang Quynh Nguyen ơ nhưng tưởng hôm trước gáy là đàn con chị vô địch :))),1
Giải năm nay chuyên nghiệp quáHy vọng các em sẽ tổ chức giải cho các cựu học sinh và học sinh hiện tại trong trường đấu vs nhau,1
Hà Kiên Homecoming  cũng đá một trận rồi mà có vẻ chưa đã nhỉ Kiên nhỉ,1
Bùi Thịnh ôi vãi:))),1
Congratulations!,1
Lê Nhật Dũng Lê vô địch mà hư thì cũng vứt,0
Mai Chi thật k ăn thua🙂,2
Mai Chi em có hư đâu,2
"Các phụ huynh, các bạn học sinh muốn tìm hiểu về việc thi vào 10 hoặc cấp 3 bằng tiếng Nhật, học bổng du học bậc đại học ở Nhật thì update page nhé ạ❤️🥰 Group Dành cho PH&HS: https://bit.ly/3M2Fe1i
[PHOTO] https://scontent.faep9-3.fna.fbcdn.net/v/t1.6435-9/45450000_2202692539742127_8009406634516283392_n.jpg?stp=c67.0.403.403a_dst-jpg_p403x403&_nc_cat=108&ccb=1-7&_nc_sid=ac9ee4&_nc_ohc=rNWz8bK0F40AX_PxCJP&_nc_ht=scontent.faep9-3.fna&oh=00_AfBAhnecsOkC2Gf7HSp1RQEbDeoWrFsAhX6Glpejuec4Bg&oe=65194A7B",2
Sầm Lâm spell the word…,2
Charvitt Jugarap 🥳,1
"love you, teacher Charvitt Jugarap🙆‍♂️",2
OMG Charvitt JugarapCongratulations 🎉,1
"Sơn Hoàng
[PHOTO] https://scontent-lga3-2.xx.fbcdn.net/v/t39.30808-6/340254837_3356149691317554_3577834960689122443_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=6a0516&_nc_ohc=ENz0T0gLhmsAX9Y9eUe&_nc_ht=scontent-lga3-2.xx&oh=00_AfDtZ-UtaPeRbYpA4a7w6H1W68WOxwaFG-2PWignCvV6EA&oe=64F6CCBF",2
Kimberly Nguyen của kim,2
Tiến Dũng:0,2
Oaaa,2
Huy Lê con được thưởng thức thầy chưa🤣,2
Tiến Dũng lại bảo kp idol đi ạ,2
"Charvitt Jugarap  CATRIONA GRAY MISS UNIVERSE FROM PHILIPINES, HELLLOOOO UNIVERSEEEEEE !!!",2
Turn off your láp top,2
Phương Nhã  tôi kiểu tiết nào cũng buôn vs thầy về Beauty Queen :),2
Charvitt Jugarap u’re the best 🫶,1
mahal kita Charvitt Jugarap 🤍,1
Trần Ngọc Quỳnh yas Queen! Mahal din kita 🤣🫶🏻,1
Charvitt Jugarap omg my best teacher🥹,1
Thiên Dương yas my pretty princess 🔥🥹🥰🫶🏻,1
Tiến Dũng bướng,2
turn off your laptop in 10 6 3 1 0 AHAAAAA,1
Bear Nelly other numbers are hiding 🤣🫶🏻 bear oiiii 🥹🥹,1
Charvitt Jugarap iknowwww kkeeke,1
Ah ha,1
ơ Tiến Dũngidol 🙂,2
"Thầy Charvitt nhiều ""fan"" quá đi😍",1
Hai Tran,
Sơn Phạm,
Charvitt Jugarap it's uuuuu,2
Trần Linh wanna fist bump 👊🏽? 🥹,2
Charvitt Jugarap u want that gift from me :>??,1
ah haa 👉 Charvitt Jugarap <33,1
Charvitt Jugarap slayyy,1
SuPoy Uyên Lê Keep slayin too Queen 👑,1
Đạt Trọng bảnh dzợ,1
adan Tiến Dũng,1
Charvitt Jugarap a ha!,1
"Thanks Trường THPT FPT Hà Nội ❤️💙 and to my stunning, amazing, wonderful, outstanding, magnificent, and everything nice STUDENTS 🥰😍😘PS. Goodluck Grade 12s in your exam 🤣🫶🏻",1
"Charvitt Jugarap
[PHOTO] https://external-iad3-2.xx.fbcdn.net/emg1/v/t13/3970129756118585420?url=https%3A%2F%2Fmedia1.giphy.com%2Fmedia%2Fc76IJLufpNwSULPk77%2Fgiphy.gif%3Fcid%3D120c0147ca3pkpwg6t1qn1lln09jqbyajcfjw585rlpxemz2%26rid%3Dgiphy.gif%26ct%3Dg&fb_obo=1&utld=giphy.com&stp=dst-emg0_q75_s396x396&ccb=13-1&oh=06_AbH1iJQwNHOY5ooUi0xg6au4GtJab_zGfsGXbcChDdqUPQ&oe=64F34BA9&_nc_sid=ecff62",2
Charvitt Jugarap  baliw oiii,2
Charvitt Jugarap,2
:))),2
Quá đỉnh!,1
Lớp 12A4 tự hào quá,1
Cô Phùng Nghĩa đâu rồi vào nhận Queen đê,1
Yêu quá,1
"Chúc mừng các con, chúc mừng 12a2 nha.",1
"Chúc mừng các con, chúc mừng 12A4",1
Vũ Tuấn Đức b k thi à b,1
Hoàng Thế Hùng xin tiền công đi vận động vote,1
Quynh Trang,1
